11.72, 5.58, 8.67, 4.84, 0.00, 0.00
10.58, 4.72, 8.37, 4.16, 0.00, 0.00
 9.70, 4.34, 7.61, 3.61, 0.00, 0.00
10.44, 4.65, 8.27, 4.07, 0.00, 0.00
11.51, 5.81, 7.85, 4.67, 0.00, 0.00
10.64, 4.48, 8.95, 4.24, 0.00, 0.00
10.35, 4.50, 8.41, 4.03, 0.00, 0.00
10.89, 5.88, 6.64, 4.24, 0.00, 0.00
11.96, 6.11, 8.03, 4.94, 0.00, 0.00
11.88, 4.93,10.22, 5.03, 0.00, 0.00
10.83, 5.17, 7.93, 4.28, 0.00, 0.00
11.18, 5.46, 7.97, 4.49, 0.00, 0.00
10.56, 4.31, 9.14, 4.20, 0.00, 0.00
10.44, 5.02, 7.55, 4.03, 0.00, 0.00
10.97, 5.23, 8.06, 4.37, 0.00, 0.00
 9.45, 4.18, 7.50, 3.46, 0.00, 0.00
10.36, 5.78, 5.92, 3.88, 0.00, 0.00
10.98, 5.68, 7.20, 4.32, 0.00, 0.00
10.22, 5.96, 5.33, 3.76, 0.00, 0.00
 9.37, 4.17, 7.38, 3.40, 0.00, 0.00
 9.78, 5.48, 5.52, 3.52, 0.00, 0.00
10.06, 4.49, 7.94, 3.83, 0.00, 0.00
11.95, 5.28, 9.66, 5.04, 0.00, 0.00
10.18, 4.46, 8.20, 3.92, 0.00, 0.00
12.20, 5.83, 9.00, 5.14, 0.00, 0.00
11.61, 4.97, 9.66, 4.84, 0.00, 0.00
11.50, 5.37, 8.69, 4.71, 0.00, 0.00
12.53, 5.47,10.27, 5.41, 0.00, 0.00
10.50, 5.24, 7.23, 4.05, 0.00, 0.00
11.42, 4.94, 9.40, 4.72, 0.00, 0.00
10.99, 4.71, 9.09, 4.44, 0.00, 0.00
12.38, 5.50, 9.96, 5.31, 0.00, 0.00
10.95, 4.96, 8.56, 4.39, 0.00, 0.00
11.02, 5.18, 8.24, 4.41, 0.00, 0.00
13.31, 5.98,10.61, 5.88, 0.00, 0.00
11.04, 4.91, 8.80, 4.46, 0.00, 0.00
11.10, 6.05, 6.67, 4.35, 0.00, 0.00
11.52, 6.03, 7.45, 4.65, 0.00, 0.00
10.63, 4.90, 8.12, 4.18, 0.00, 0.00
13.11, 6.21, 9.82, 5.72, 0.00, 0.00
11.53, 4.93, 9.61, 4.79, 0.00, 0.00
10.12, 3.24,10.50, 4.03, 0.00, 0.00
12.53, 6.02, 9.20, 5.35, 0.00, 0.00
10.61, 4.94, 8.00, 4.16, 0.00, 0.00
12.95, 6.47, 9.04, 5.57, 0.00, 0.00
13.50, 6.88, 9.17, 5.90, 0.00, 0.00
11.15, 4.86, 9.08, 4.54, 0.00, 0.00
12.15, 4.93,10.68, 5.21, 0.00, 0.00
 9.73, 4.06, 8.21, 3.66, 0.00, 0.00
11.65, 5.82, 8.07, 4.76, 0.00, 0.00
13.15, 5.90,10.50, 5.78, 0.00, 0.00
12.06, 5.21, 9.98, 5.12, 0.00, 0.00
13.88, 7.19, 9.23, 6.13, 0.00, 0.00
12.05, 4.79,10.78, 5.17, 0.00, 0.00
12.19, 6.16, 8.33, 5.09, 0.00, 0.00
12.71, 5.84, 9.85, 5.49, 0.00, 0.00
12.11, 5.30, 9.88, 5.14, 0.00, 0.00
12.89, 5.67,10.49, 5.63, 0.00, 0.00
10.58, 3.94, 9.92, 4.26, 0.00, 0.00
12.08, 6.05, 8.36, 5.03, 0.00, 0.00
 9.64, 4.16, 7.86, 3.59, 0.00, 0.00
11.55, 5.57, 8.40, 4.73, 0.00, 0.00
12.81, 6.39, 8.94, 5.49, 0.00, 0.00
12.81, 6.61, 8.50, 5.46, 0.00, 0.00
12.56, 5.80, 9.68, 5.39, 0.00, 0.00
12.63, 5.98, 9.44, 5.42, 0.00, 0.00
12.38, 5.33,10.28, 5.33, 0.00, 0.00
12.05, 5.75, 8.89, 5.05, 0.00, 0.00
11.89, 5.14, 9.81, 5.01, 0.00, 0.00
11.98, 6.39, 7.52, 4.92, 0.00, 0.00
11.97, 6.29, 7.69, 4.92, 0.00, 0.00
11.09, 5.52, 7.69, 4.41, 0.00, 0.00
