 8.34,-1.26, 0.00, 0.00
 7.97,-0.11, 0.00, 0.00
 7.30,-1.04, 0.00, 0.00
 8.14,-0.66, 0.00, 0.00
 9.00,-1.58, 0.00, 0.00
 7.76,-0.01, 0.00, 0.00
 7.14, 1.29, 0.00, 0.00
 8.98, 1.68, 0.00, 0.00
 8.05,-0.75, 0.00, 0.00
 9.97,-0.07, 0.00, 0.00
 9.22,-0.61, 0.00, 0.00
 7.76,-1.03, 0.00, 0.00
 6.28,-1.03, 0.00, 0.00
 7.51,-1.06, 0.00, 0.00
 8.41,-0.19, 0.00, 0.00
 7.89,-1.80, 0.00, 0.00
 8.08,-0.60, 0.00, 0.00
 7.63, 1.07, 0.00, 0.00
 9.57, 0.50, 0.00, 0.00
 9.93,-2.12, 0.00, 0.00
 7.67,-0.68, 0.00, 0.00
 7.99,-0.61, 0.00, 0.00
 7.56,-2.35, 0.00, 0.00
 7.08,-0.54, 0.00, 0.00
 8.29,-0.28, 0.00, 0.00
 6.24,-0.78, 0.00, 0.00
 6.08, 0.67, 0.00, 0.00
 7.47, 0.08, 0.00, 0.00
 5.74, 1.28, 0.00, 0.00
 5.62,-1.20, 0.00, 0.00
 5.65, 1.17, 0.00, 0.00
 7.18,-0.74, 0.00, 0.00
 9.47,-1.85, 0.00, 0.00
 6.84,-1.56, 0.00, 0.00
 9.46,-1.14, 0.00, 0.00
 9.31,-1.82, 0.00, 0.00
 9.17,-0.55, 0.00, 0.00
10.67,-1.81, 0.00, 0.00
 7.05,-0.12, 0.00, 0.00
 9.52,-1.11, 0.00, 0.00
 8.23,-1.80, 0.00, 0.00
10.55,-1.36, 0.00, 0.00
 8.06,-1.22, 0.00, 0.00
 8.30,-0.57, 0.00, 0.00
11.15,-2.25, 0.00, 0.00
 8.29,-1.38, 0.00, 0.00
 7.55, 0.82, 0.00, 0.00
 8.77, 0.76, 0.00, 0.00
 7.33,-1.19, 0.00, 0.00
12.10, 0.02, 0.00, 0.00
 9.49,-1.55, 0.00, 0.00
 7.75,-3.79, 0.00, 0.00
10.03,-1.00, 0.00, 0.00
 7.17,-1.16, 0.00, 0.00
11.03, 0.10, 0.00, 0.00
10.80,-0.71, 0.00, 0.00
 8.84,-1.25, 0.00, 0.00
10.13,-2.70, 0.00, 0.00
 6.50,-1.66, 0.00, 0.00
 8.66,-0.29, 0.00, 0.00
11.68,-1.40, 0.00, 0.00
 9.76,-2.04, 0.00, 0.00
11.89, 0.17, 0.00, 0.00
10.69,-2.21, 0.00, 0.00
 9.63, 0.03, 0.00, 0.00
11.03,-0.88, 0.00, 0.00
10.02,-1.66, 0.00, 0.00
11.15,-1.84, 0.00, 0.00
 8.24,-2.72, 0.00, 0.00
 9.04,-0.58, 0.00, 0.00
 6.76,-0.79, 0.00, 0.00
 8.71,-0.66, 0.00, 0.00
10.92, 0.19, 0.00, 0.00
10.07,-0.13, 0.00, 0.00
10.24,-1.42, 0.00, 0.00
 9.98,-1.43, 0.00, 0.00
10.31,-2.11, 0.00, 0.00
 9.80,-0.52, 0.00, 0.00
 9.60,-1.93, 0.00, 0.00
 8.93, 0.56, 0.00, 0.00
 9.25, 0.70, 0.00, 0.00
 7.98,-0.16, 0.00, 0.00
